"date","individual","time","pos_beh","context","substrate","hab_type","sun","therm_t","t_lo","t_hi","time_od"
2018-06-06,"BN",06:25:00,"St","Fo","A","WD",0,30.1,25.7,31.3,"e_morning"
2018-06-06,"BN",06:30:00,"St","Fo","A","WD",0,30.2,25.8,31.1,"e_morning"
2018-06-06,"BN",06:36:00,"Sq","Fo","A","WD",0,30.5,23.3,30.1,"e_morning"
2018-06-06,"BN",06:40:00,"NA","NA","NA","NA",NA,NA,NA,NA,"e_morning"
2018-06-06,"BN",06:47:00,"Sq","Fo","A","WD",0,30.9,25.9,33.5,"e_morning"
2018-06-06,"BN",06:51:00,"St","Fo","A","WD",0,30.4,25.1,31.8,"e_morning"
2018-06-06,"BN",06:55:00,"QW","Tv","T","GL",0,32.7,26.7,33.7,"e_morning"
2018-06-06,"BN",07:00:00,"Sq","Fo","A","WD",0,31.8,32,26.2,"e_morning"
2018-06-06,"BN",07:05:00,"QW","Tv","T","WD",0,33,26.2,32.3,"e_morning"
2018-06-06,"BN",07:10:00,"NA","NA","NA","NA",NA,NA,NA,NA,"e_morning"
2018-06-06,"BN",07:14:00,"QW","Tv","A","WD",0,34.1,26.2,32.3,"e_morning"
2018-06-06,"BN",07:30:00,"St","RE","T","WD",25,32.4,26.9,34.2,"e_morning"
2018-06-06,"BN",07:36:00,"QW","Tv","T","WD",25,34.3,26.6,34.2,"e_morning"
2018-06-06,"BN",07:45:00,"St","Fo","A","WD",25,33.4,11.6,34.6,"e_morning"
2018-06-06,"BN",07:50:00,"St","So","A","WD",25,34.9,7.1,35.6,"e_morning"
2018-06-06,"BN",07:57:00,"St","RE","T","WD",0,32.4,26.6,32.4,"e_morning"
2018-06-06,"BN",08:04:00,"St","Fo","T","WD",25,32.6,28.1,32.4,"e_morning"
2018-06-06,"BN",08:10:00,"VC","Fo","A","WD",25,33.5,20.8,34.8,"e_morning"
2018-06-06,"BN",08:15:00,"NA","NA","NA","NA",NA,NA,NA,NA,"e_morning"
2018-06-06,"BN",08:20:00,"NA","NA","NA","NA",NA,NA,NA,NA,"e_morning"
2018-06-06,"BN",08:25:00,"NA","NA","NA","NA",NA,NA,NA,NA,"e_morning"
2018-06-06,"BN",08:30:00,"St","Fo","A","WD",25,31.3,29,32.6,"e_morning"
2018-06-06,"BN",08:35:00,"NA","NA","NA","NA",NA,NA,NA,NA,"e_morning"
2018-06-06,"BN",08:40:00,"St","Fo","T","WD",50,37.4,29.1,32.6,"e_morning"
2018-06-06,"BN",08:46:00,"St","Fo","T","WD",75,36.6,26,41.2,"e_morning"
2018-06-06,"BN",08:50:00,"St","Fo","T","WD",75,36.1,26.7,42.2,"e_morning"
2018-06-06,"BN",08:56:00,"St","Fo","T","WD",75,35,24.4,35.2,"e_morning"
2018-06-06,"BN",09:00:00,"St","Fo","T","WD",100,37.1,24.8,36.5,"e_morning"
2018-06-06,"BN",09:05:00,"St","Fo","T","WD",100,37.3,23.4,36,"l_morning"
2018-06-06,"BN",09:10:00,"St","Fo","T","WD",100,37.5,29.8,37.5,"l_morning"
2018-06-06,"BN",09:15:00,"St","Fo","T","WD",100,35.4,28.6,36.4,"l_morning"
2018-06-06,"BN",09:20:00,"NA","NA","NA","NA",NA,NA,NA,NA,"l_morning"
2018-06-06,"BN",09:25:00,"NA","NA","NA","NA",NA,NA,NA,NA,"l_morning"
2018-06-06,"BN",09:31:00,"QS","So","T","WD",50,37.3,31.1,40.1,"l_morning"
2018-06-06,"BN",09:35:00,"NA","NA","NA","NA",NA,NA,NA,NA,"l_morning"
2018-06-06,"BN",09:40:00,"NA","RE","NA","NA",NA,NA,NA,NA,"l_morning"
2018-06-06,"BN",09:45:00,"NA","RE","NA","NA",NA,NA,NA,NA,"l_morning"
2018-06-06,"BN",09:50:00,"NA","RE","NA","NA",NA,NA,NA,NA,"l_morning"
2018-06-06,"BN",09:55:00,"NA","RE","NA","NA",NA,NA,NA,NA,"l_morning"
2018-06-06,"BN",10:00:00,"NA","Tv","NA","NA",NA,NA,NA,NA,"l_morning"
2018-06-06,"BN",10:05:00,"NA","Tv","NA","NA",NA,NA,NA,NA,"l_morning"
2018-06-06,"BN",10:10:00,"BpS","So","T","WD",25,34.7,28.4,36.3,"l_morning"
2018-06-06,"BN",10:16:00,"St","Fo","T","WD",75,34.1,29.6,49,"l_morning"
2018-06-06,"BN",10:20:00,"St","Fo","T","WD",75,37.2,30.5,52.7,"l_morning"
2018-06-06,"BN",10:25:00,"St","Fo","T","WD",75,36,30.5,51.4,"l_morning"
2018-06-06,"BN",10:30:00,"Ly","RE","T","WD",0,NA,NA,NA,"l_morning"
2018-06-06,"BN",10:35:00,"Ly","RE","T","WD",0,NA,NA,NA,"l_morning"
2018-06-06,"BN",10:40:00,"Ly","RE","T","WD",0,NA,NA,NA,"l_morning"
2018-06-06,"BN",10:45:00,"Ly","RE","T","WD",0,NA,NA,NA,"l_morning"
2018-06-06,"BN",10:50:00,"St","RE","T","WD",0,NA,NA,NA,"l_morning"
2018-06-06,"BN",10:55:00,"St","RE","T","WD",0,NA,NA,NA,"l_morning"
2018-06-06,"BN",11:00:00,"St","RE","T","WD",0,NA,NA,NA,"l_morning"
2018-06-06,"BN",11:05:00,"St","RE","A","WD",25,NA,NA,NA,"l_morning"
2018-06-06,"BN",11:10:00,"QW","Tv","T","GL",100,39,29.1,52.4,"l_morning"
2018-06-06,"BN",11:15:00,"Sq","RE","W","GA",25,38.7,30.2,52.2,"l_morning"
2018-06-06,"BN",11:20:00,"Sq","RE","W","GA",25,37.6,30.2,52.6,"l_morning"
2018-06-06,"BN",11:24:00,"QW","RE","T","GA",25,35.5,29.7,50.4,"l_morning"
2018-06-06,"BN",11:30:00,"Ly","Tv","T","GA",0,NA,NA,NA,"l_morning"
2018-06-06,"BN",11:35:00,"Ly","RE","T","GA",0,NA,NA,NA,"l_morning"
2018-06-06,"BN",11:40:00,"St","RE","T","GA",0,33.3,28.6,51.9,"l_morning"
2018-06-06,"BN",11:45:00,"QW","Tv","T","GA",0,NA,NA,NA,"l_morning"
2018-06-06,"BN",11:50:00,"Ly","RE","T","GA",0,NA,NA,NA,"l_morning"
2018-06-06,"BN",11:55:00,"Ly","RE","T","GA",0,NA,NA,NA,"l_morning"
2018-06-06,"BN",12:00:00,"NA","NA","NA","NA",NA,NA,NA,NA,"l_morning"
2018-06-06,"BN",12:05:00,"NA","NA","NA","NA",NA,NA,NA,NA,"e_afternoon"
2018-06-06,"BN",12:10:00,"NA","NA","NA","NA",NA,NA,NA,NA,"e_afternoon"
2018-06-06,"BN",12:15:00,"St","RE","A","GA",0,NA,NA,NA,"e_afternoon"
2018-06-06,"BN",12:20:00,"St","RE","A","GA",0,NA,NA,NA,"e_afternoon"
2018-06-06,"BN",12:25:00,"St","RE","A","GA",0,NA,NA,NA,"e_afternoon"
2018-06-06,"BN",12:30:00,"Ly","RE","A","GA",0,NA,NA,NA,"e_afternoon"
2018-06-06,"BN",12:35:00,"Ly","RE","A","GA",0,NA,NA,NA,"e_afternoon"
2018-06-06,"BN",12:40:00,"Ly","RE","A","GA",0,NA,NA,NA,"e_afternoon"
2018-06-06,"BN",12:45:00,"St","RE","A","GA",25,NA,NA,NA,"e_afternoon"
2018-06-06,"BN",12:50:00,"St","RE","A","GA",0,NA,NA,NA,"e_afternoon"
2018-06-06,"BN",12:55:00,"St","RE","A","GA",0,NA,NA,NA,"e_afternoon"
2018-06-06,"BN",13:00:00,"QW","Tv","T","GA",0,NA,NA,NA,"e_afternoon"
2018-06-06,"BN",13:05:00,"St","RE","W","GA",25,NA,NA,NA,"e_afternoon"
2018-06-06,"BN",13:10:00,"Ly","RE","T","GA",25,NA,NA,NA,"e_afternoon"
2018-06-06,"BN",13:15:00,"St","RE","T","GA",25,NA,NA,NA,"e_afternoon"
2018-06-06,"BN",13:20:00,"St","RE","T","GA",25,NA,NA,NA,"e_afternoon"
2018-06-06,"BN",13:25:00,"St","So","T","GA",25,NA,NA,NA,"e_afternoon"
2018-06-06,"BN",13:30:00,"Ly","So","T","GA",25,NA,NA,NA,"e_afternoon"
2018-06-06,"BN",13:35:00,"Ly","RE","T","GA",25,NA,NA,NA,"e_afternoon"
2018-06-06,"BN",13:40:00,"Ly","RE","T","GA",25,NA,NA,NA,"e_afternoon"
2018-06-06,"BN",13:45:00,"Ly","RE","T","GA",25,NA,NA,NA,"e_afternoon"
2018-06-06,"BN",13:50:00,"Ly","RE","T","GA",25,NA,NA,NA,"e_afternoon"
2018-06-06,"BN",13:55:00,"Ly","RE","T","GA",25,NA,NA,NA,"e_afternoon"
2018-06-06,"BN",14:00:00,"St","RE","T","GA",25,NA,NA,NA,"e_afternoon"
2018-06-06,"BN",14:05:00,"St","So","T","GA",25,NA,NA,NA,"l_afternoon"
2018-06-06,"BN",14:10:00,"Ly","RE","T","GA",0,33.4,29,45.8,"l_afternoon"
2018-06-06,"BN",14:15:00,"St","RE","T","GA",0,38.6,31,61.3,"l_afternoon"
2018-06-06,"BN",14:20:00,"Ly","RE","T","GA",0,NA,NA,NA,"l_afternoon"
2018-06-06,"BN",14:25:00,"Ly","RE","T","GA",0,38.7,32.4,49,"l_afternoon"
2018-06-06,"BN",14:30:00,"Ly","RE","T","GA",0,NA,NA,NA,"l_afternoon"
2018-06-06,"BN",14:36:00,"Ly","RE","T","GA",0,32.3,26.8,48.5,"l_afternoon"
2018-06-06,"BN",14:40:00,"Ly","RE","T","GA",0,38.6,33.5,48.5,"l_afternoon"
2018-06-06,"BN",14:45:00,"Ly","RE","T","GA",0,NA,NA,NA,"l_afternoon"
2018-06-06,"BN",14:50:00,"Abp","Fo","T","GA",50,39.9,37.4,61.9,"l_afternoon"
2018-06-06,"BN",14:55:00,"QW","Tv","T","GL",100,42.3,37.5,60.7,"l_afternoon"
2018-06-06,"BN",15:00:00,"St","Fo","T","GL",100,NA,NA,NA,"l_afternoon"
2018-06-06,"BN",15:05:00,"QW","Tv","T","GL",100,NA,NA,NA,"l_afternoon"
2018-06-06,"BN",15:10:00,"St","Fo","T","GL",75,NA,NA,NA,"l_afternoon"
2018-06-06,"BN",15:15:00,"St","Fo","T","GL",75,NA,NA,NA,"l_afternoon"
2018-06-06,"BN",15:20:00,"St","Fo","T","GL",100,NA,NA,NA,"l_afternoon"
2018-06-06,"BN",15:26:00,"St","Fo","T","GL",100,38.1,35.6,56.8,"l_afternoon"
2018-06-06,"BN",15:30:00,"St","Fo","T","GL",100,39.2,36.1,58.1,"l_afternoon"
2018-06-06,"BN",15:35:00,"St","Fo","T","GL",100,40.2,37.1,58.7,"l_afternoon"
2018-06-06,"BN",15:40:00,"St","Fo","T","GL",100,40.5,36.3,58.5,"l_afternoon"
2018-06-06,"BN",15:45:00,"QS","Fo","T","GL",100,39.3,36.5,52,"l_afternoon"
2018-06-06,"BN",15:50:00,"St","Fo","T","GL",100,40.1,37.5,54,"l_afternoon"
2018-06-06,"BN",15:55:00,"St","Fo","T","GL",100,42,38.5,56.7,"l_afternoon"
2018-06-06,"BN",16:00:00,"St","Fo","T","GL",100,38.4,35.6,55.8,"l_afternoon"
2018-06-06,"BN",16:06:00,"QW","Tv","T","WD",75,40,38.8,50.7,"l_afternoon"
2018-06-06,"BN",16:10:00,"NA","NA","NA","NA",NA,NA,NA,NA,"l_afternoon"
2018-06-06,"BN",16:15:00,"QM","Fo","A","BMWD",75,37.5,12.1,41.2,"l_afternoon"
2018-06-06,"BN",16:19:00,"QW","Fo","T","BMWD",75,38.9,35.8,46.1,"l_afternoon"
2018-06-06,"BN",16:25:00,"QW","Fo","A","BMWD",75,NA,NA,NA,"l_afternoon"
2018-06-06,"BN",16:30:00,"QW","Fo","T","BMWD",75,NA,NA,NA,"l_afternoon"
2018-06-06,"BN",16:35:00,"Sq","Fo","A","BMWD",75,NA,NA,NA,"l_afternoon"
2018-06-06,"BN",16:40:00,"QM","Fo","A","BMWD",75,NA,NA,NA,"l_afternoon"
2018-06-06,"BN",16:45:00,"St","Fo","T","GL",75,41.3,35.4,54.1,"l_afternoon"
2018-06-06,"BN",16:50:00,"St","Fo","T","GL",75,41.6,35.9,53.6,"l_afternoon"
2018-06-06,"BN",16:55:00,"NA","NA","NA","NA",NA,NA,NA,NA,"l_afternoon"
2018-06-06,"BN",17:00:00,"NA","NA","NA","NA",NA,NA,NA,NA,"evening"
2018-06-06,"BN",17:05:00,"St","RE","A","WD",25,NA,NA,NA,"evening"
2018-06-06,"BN",17:10:00,"QW","Tv","T","WD",50,39.3,38.8,54.3,"evening"
2018-06-06,"BN",17:15:00,"QS","Tv","T","WD",50,39.6,38.3,48.3,"evening"
2018-06-06,"BN",17:20:00,"NA","NA","NA","NA",NA,NA,NA,NA,"evening"
2018-06-06,"BN",17:25:00,"NA","NA","NA","NA",NA,NA,NA,NA,"evening"
2018-06-06,"BN",17:32:00,"QM","Fo","A","WD",75,40.2,21.8,44.7,"evening"
2018-06-06,"BN",17:35:00,"QM","Fo","A","WD",75,NA,NA,NA,"evening"
2018-06-06,"BN",17:40:00,"St","Fo","T","WD",25,NA,NA,NA,"evening"
2018-06-06,"BN",17:45:00,"St","Fo","T","WD",25,NA,NA,NA,"evening"
2018-06-06,"BN",17:50:00,"St","Fo","T","WD",25,NA,NA,NA,"evening"
2018-06-06,"BN",17:55:00,"St","Fo","T","WD",25,NA,NA,NA,"evening"
2018-06-06,"BN",18:00:00,"Sq","Fo","T","WD",25,NA,NA,NA,"evening"
2018-06-06,"BN",18:05:00,"St","Fo","T","WD",25,NA,NA,NA,"evening"
2018-06-06,"BN",18:10:00,"St","Fo","T","WD",25,NA,NA,NA,"evening"
2018-06-06,"BN",18:15:00,"St","Fo","T","WD",25,NA,NA,NA,"evening"
2018-06-06,"BN",18:20:00,"QW","Tv","T","WD",25,NA,NA,NA,"evening"
2018-06-06,"BN",18:25:00,"St","Fo","A","WD",75,35.8,26.7,39.6,"evening"
2018-06-06,"BN",18:30:00,"QW","Tv","T","WD",25,35.2,34,42.2,"evening"
2018-06-06,"BN",18:35:00,"NA","NA","NA","NA",NA,NA,NA,NA,"evening"
2018-06-06,"BN",18:40:00,"Ly","RE","T","WD",0,NA,NA,NA,"evening"
2018-06-06,"BN",18:45:00,"Sq","Fo","A","WD",0,NA,NA,NA,"evening"
2018-06-06,"BN",18:50:00,"St","Fo","A","WD",0,NA,NA,NA,"evening"
2018-06-06,"BN",18:55:00,"VC","Tv","A","WD",0,NA,NA,NA,"evening"
2018-06-08,"BI",07:15:00,"St","RE","T","WD",0,29.8,25.6,31.3,"e_morning"
2018-06-08,"BI",07:18:00,"QW","Tv","T","WD",0,30.4,25.9,32.4,"e_morning"
2018-06-08,"BI",07:25:00,"St","Fo","A","BMWD",25,NA,NA,NA,"e_morning"
2018-06-08,"BI",07:30:00,"QW","So","A","BMWD",25,NA,NA,NA,"e_morning"
2018-06-08,"BI",07:35:00,"St","Fo","A","BMWD",25,NA,NA,NA,"e_morning"
2018-06-08,"BI",07:40:00,"St","Fo","A","BMWD",25,NA,NA,NA,"e_morning"
2018-06-08,"BI",07:45:00,"St","Fo","A","BMWD",25,NA,NA,NA,"e_morning"
2018-06-08,"BI",07:50:00,"St","So","A","BMWD",25,NA,NA,NA,"e_morning"
2018-06-08,"BI",07:55:00,"St","So","A","BMWD",25,NA,NA,NA,"e_morning"
2018-06-08,"BI",08:00:00,"St","So","A","BMWD",25,NA,NA,NA,"e_morning"
2018-06-08,"BI",08:05:00,"St","So","A","BMWD",25,NA,NA,NA,"e_morning"
2018-06-08,"BI",08:10:00,"St","So","A","BMWD",25,NA,NA,NA,"e_morning"
2018-06-08,"BI",08:16:00,"St","So","A","BMWD",25,NA,NA,NA,"e_morning"
2018-06-08,"BI",08:20:00,"St","So","A","BMWD",25,NA,NA,NA,"e_morning"
2018-06-08,"BI",08:25:00,"St","So","A","BMWD",25,NA,NA,NA,"e_morning"
2018-06-08,"BI",08:30:00,"QW","Tv","T","BMWD",25,NA,NA,NA,"e_morning"
2018-06-08,"BI",08:35:00,"St","So","T","BMWD",0,30.7,26.5,33.5,"e_morning"
2018-06-08,"BI",08:39:00,"QS","So","T","BMWD",0,32.6,27.1,32.7,"e_morning"
2018-06-08,"BI",08:45:00,"QS","So","T","BMWD",0,NA,NA,NA,"e_morning"
2018-06-08,"BI",08:51:00,"QS","So","T","BMWD",25,33.6,27.2,33.2,"e_morning"
2018-06-08,"BI",08:55:00,"St","So","T","BMWD",25,NA,NA,NA,"e_morning"
2018-06-08,"BI",08:59:00,"St","RE","T","BMWD",25,33.1,27.8,33.5,"e_morning"
2018-06-08,"BI",09:05:00,"St","So","T","WD",50,NA,NA,NA,"l_morning"
2018-06-08,"BI",09:10:00,"St","So","T","WD",50,32.8,28.4,36.8,"l_morning"
2018-06-08,"BI",09:15:00,"Ly","So","T","WD",25,36,28.5,38.8,"l_morning"
2018-06-08,"BI",09:20:00,"St","So","T","WD",0,34.5,28.3,35.6,"l_morning"
2018-06-08,"BI",09:25:00,"Ly","RE","T","WD",0,NA,NA,NA,"l_morning"
2018-06-08,"BI",09:30:00,"Ly","RE","T","WD",0,NA,NA,NA,"l_morning"
2018-06-08,"BI",09:35:00,"Ly","RE","T","WD",0,NA,NA,NA,"l_morning"
2018-06-08,"BI",09:40:00,"Ly","RE","T","WD",0,NA,NA,NA,"l_morning"
2018-06-08,"BI",09:45:00,"Ly","RE","T","WD",0,NA,NA,NA,"l_morning"
2018-06-08,"BI",09:50:00,"Ly","RE","T","WD",0,NA,NA,NA,"l_morning"
2018-06-08,"BI",09:55:00,"Ly","RE","T","WD",0,NA,NA,NA,"l_morning"
2018-06-08,"BI",10:00:00,"Ly","RE","T","WD",0,NA,NA,NA,"l_morning"
2018-06-08,"BI",10:05:00,"Ly","RE","T","WD",0,NA,NA,NA,"l_morning"
2018-06-08,"BI",10:10:00,"St","RE","T","WD",25,33.8,29.3,46.3,"l_morning"
2018-06-08,"BI",10:15:00,"QW","Tv","T","WD",50,34.4,28.4,41.2,"l_morning"
2018-06-08,"BI",10:20:00,"Ly","RE","A","BMWD",25,32.4,28.1,33.7,"l_morning"
2018-06-08,"BI",10:25:00,"St","RE","A","BMWD",25,NA,NA,NA,"l_morning"
2018-06-08,"BI",10:30:00,"QS","So","A","BMWD",25,NA,NA,NA,"l_morning"
2018-06-08,"BI",10:35:00,"St","So","A","BMWD",25,NA,NA,NA,"l_morning"
2018-06-08,"BI",10:40:00,"St","So","A","BMWD",25,NA,NA,NA,"l_morning"
2018-06-08,"BI",10:45:00,"St","RE","A","BMWD",25,35,28.4,45.6,"l_morning"
2018-06-08,"BI",10:51:00,"QW","Tv","T","WD",75,36,30.3,41.5,"l_morning"
2018-06-08,"BI",10:55:00,"QW","Tv","T","WD",75,42.8,30.5,47.8,"l_morning"
2018-06-08,"BI",11:00:00,"St","RE","T","WD",75,37.8,33.6,41.9,"l_morning"
2018-06-08,"BI",11:05:00,"NA","NA","NA","NA",NA,NA,NA,NA,"l_morning"
2018-06-08,"BI",11:10:00,"NA","NA","NA","NA",NA,NA,NA,NA,"l_morning"
2018-06-08,"BI",11:15:00,"NA","NA","NA","NA",NA,NA,NA,NA,"l_morning"
2018-06-08,"BI",11:20:00,"St","RE","A","GA",25,34.5,26.2,44.5,"l_morning"
2018-06-08,"BI",11:25:00,"St","RE","A","GA",25,35.6,27.2,45.9,"l_morning"
2018-06-08,"BI",11:30:00,"Ly","RE","A","GA",25,34.5,25.7,35.4,"l_morning"
2018-06-08,"BI",11:35:00,"St","RE","A","GA",25,36.2,26.9,41.5,"l_morning"
2018-06-08,"BI",11:39:00,"QW","Tv","T","GA",25,35.2,26.8,38.7,"l_morning"
2018-06-08,"BI",11:45:00,"NA","NA","NA","NA",NA,NA,NA,NA,"l_morning"
2018-06-08,"BI",11:50:00,"NA","NA","NA","NA",NA,NA,NA,NA,"l_morning"
2018-06-08,"BI",11:55:00,"NA","NA","NA","NA",NA,NA,NA,NA,"l_morning"
2018-06-08,"BI",12:00:00,"NA","NA","NA","NA",NA,NA,NA,NA,"l_morning"
2018-06-08,"BI",12:05:00,"NA","NA","NA","NA",NA,NA,NA,NA,"e_afternoon"
2018-06-08,"DW",12:10:00,"Ly","RE","T","GA",25,NA,NA,NA,"e_afternoon"
2018-06-08,"DW",12:15:00,"QS","So","T","GA",25,33.5,29.9,55.3,"e_afternoon"
2018-06-08,"DW",12:20:00,"St","RE","T","GA",25,NA,NA,NA,"e_afternoon"
2018-06-08,"DW",12:24:00,"St","RE","T","GA",25,36.3,29,43.7,"e_afternoon"
2018-06-08,"DW",12:30:00,"St","So","T","GA",25,36.6,29.5,43.2,"e_afternoon"
2018-06-08,"DW",12:35:00,"St","So","T","GA",25,36.6,29.3,43.1,"e_afternoon"
2018-06-08,"DW",12:39:00,"VC","Tv","A","GA",25,33.1,33.1,40.3,"e_afternoon"
2018-06-08,"DW",12:45:00,"Ly","RE","A","GA",25,NA,NA,NA,"e_afternoon"
2018-06-08,"DW",12:50:00,"Ly","RE","A","GA",25,34.3,31.8,35.9,"e_afternoon"
2018-06-08,"DW",12:55:00,"QW","Tv","T","GA",50,36.2,31.5,40.9,"e_afternoon"
2018-06-08,"DW",13:00:00,"QW","Tv","T","GA",75,38.9,33.6,51.6,"e_afternoon"
2018-06-08,"DW",13:06:00,"QS","So","T","GA",25,35.5,27,35.3,"e_afternoon"
2018-06-08,"DW",13:10:00,"St","RE","T","GA",25,35.6,27.5,36.2,"e_afternoon"
2018-06-08,"DW",13:15:00,"Ly","RE","T","GA",25,NA,NA,NA,"e_afternoon"
2018-06-08,"DW",13:20:00,"St","So","T","GA",25,NA,NA,NA,"e_afternoon"
2018-06-08,"DW",13:25:00,"St","So","T","GA",25,35.8,27.6,36.5,"e_afternoon"
2018-06-08,"DW",13:30:00,"St","So","T","GA",25,36.1,27.8,36.5,"e_afternoon"
2018-06-08,"DW",13:35:00,"NA","NA","NA","NA",NA,NA,NA,NA,"e_afternoon"
2018-06-08,"DW",13:40:00,"NA","NA","NA","NA",NA,NA,NA,NA,"e_afternoon"
2018-06-08,"DW",13:45:00,"NA","NA","NA","NA",NA,NA,NA,NA,"e_afternoon"
2018-06-08,"DW",13:50:00,"QW","Tv","T","GA",50,NA,NA,NA,"e_afternoon"
2018-06-08,"DW",13:55:00,"NA","NA","NA","NA",NA,NA,NA,NA,"e_afternoon"
2018-06-08,"DW",14:00:00,"NA","NA","NA","NA",NA,NA,NA,NA,"e_afternoon"
2018-06-08,"DW",14:05:00,"NA","NA","NA","NA",NA,NA,NA,NA,"l_afternoon"
2018-06-08,"DW",14:10:00,"NA","NA","NA","NA",NA,NA,NA,NA,"l_afternoon"
2018-06-08,"DW",14:15:00,"NA","NA","NA","NA",NA,NA,NA,NA,"l_afternoon"
2018-06-08,"DW",14:20:00,"NA","NA","NA","NA",NA,NA,NA,NA,"l_afternoon"
2018-06-08,"DW",14:25:00,"NA","NA","NA","NA",NA,NA,NA,NA,"l_afternoon"
2018-06-08,"DW",14:30:00,"NA","NA","NA","NA",NA,NA,NA,NA,"l_afternoon"
2018-06-08,"DW",14:35:00,"NA","NA","NA","NA",NA,NA,NA,NA,"l_afternoon"
2018-06-08,"DW",14:40:00,"St","RE","A","GA",50,NA,NA,NA,"l_afternoon"
2018-06-08,"DW",14:45:00,"St","RE","A","GA",50,38.5,32.3,42.6,"l_afternoon"
2018-06-08,"DW",14:50:00,"QW","Tv","A","GA",75,39.4,31.7,45.3,"l_afternoon"
2018-06-08,"DW",14:55:00,"St","RE","A","GA",25,35.9,29.1,38.1,"l_afternoon"
2018-06-08,"DW",15:00:00,"St","RE","A","GA",25,36.2,26.6,37.2,"l_afternoon"
2018-06-08,"DW",15:05:00,"Ly","RE","A","GA",25,NA,NA,NA,"l_afternoon"
2018-06-08,"DW",15:10:00,"Ly","RE","A","GA",25,NA,NA,NA,"l_afternoon"
2018-06-08,"DW",15:15:00,"Ly","RE","A","GA",25,NA,NA,NA,"l_afternoon"
2018-06-08,"DW",15:20:00,"Ly","RE","A","GA",25,NA,NA,NA,"l_afternoon"
2018-06-08,"DW",15:25:00,"Ly","RE","A","GA",25,NA,NA,NA,"l_afternoon"
2018-06-08,"DW",15:30:00,"Ly","RE","A","GA",50,37.4,31.8,38,"l_afternoon"
2018-06-08,"DW",15:35:00,"Ly","RE","A","GA",50,39,31,39.1,"l_afternoon"
2018-06-08,"DW",15:40:00,"Ly","RE","A","GA",50,36.8,30.7,36.9,"l_afternoon"
2018-06-08,"DW",15:45:00,"Ly","RE","A","GA",50,36.7,31.2,37.8,"l_afternoon"
2018-06-08,"DW",15:50:00,"Ly","RE","A","GA",50,NA,NA,NA,"l_afternoon"
2018-06-08,"DW",15:55:00,"St","RE","A","GA",50,NA,NA,NA,"l_afternoon"
2018-06-08,"DW",16:00:00,"St","RE","A","GA",50,NA,NA,NA,"l_afternoon"
2018-06-08,"DW",16:05:00,"St","RE","A","GA",50,NA,NA,NA,"l_afternoon"
2018-06-08,"DW",16:10:00,"NA","NA","NA","NA",NA,NA,NA,NA,"l_afternoon"
2018-06-08,"DW",16:15:00,"St","So","T","GA",25,37.7,34.1,46.2,"l_afternoon"
2018-06-08,"DW",16:20:00,"St","So","T","GA",25,38.3,36.2,46.1,"l_afternoon"
2018-06-08,"DW",16:25:00,"St","So","T","GA",25,36.5,32.5,45.5,"l_afternoon"
2018-06-08,"DW",16:30:00,"St","So","T","GA",25,37.7,34.4,45.7,"l_afternoon"
2018-06-08,"DW",16:35:00,"St","So","T","GA",25,NA,NA,NA,"l_afternoon"
2018-06-08,"DW",16:40:00,"St","RE","T","GA",25,NA,NA,NA,"l_afternoon"
2018-06-08,"DW",16:45:00,"QS","Tv","A","GA",75,39.6,35.6,41.7,"l_afternoon"
2018-06-08,"DW",16:50:00,"St","Fo","A","BMWD",75,39.3,18.1,41.4,"l_afternoon"
2018-06-08,"DW",16:55:00,"St","Fo","A","BMWD",75,NA,NA,NA,"l_afternoon"
2018-06-08,"DW",17:00:00,"St","Fo","A","BMWD",75,39.8,19.1,41.3,"evening"
2018-06-08,"DW",17:05:00,"St","Fo","A","BMWD",75,45.8,22.2,45.8,"evening"
2018-06-08,"DW",17:10:00,"St","Fo","A","WD",100,43.6,33.7,49.5,"evening"
2018-06-08,"DW",17:15:00,"St","Fo","A","WD",100,NA,NA,NA,"evening"
2018-06-08,"DW",17:20:00,"QS","Tv","T","GL",100,37.6,35.5,51,"evening"
2018-06-08,"DW",17:25:00,"QS","Tv","T","GA",75,45.6,39.5,51.5,"evening"
2018-06-08,"DW",17:30:00,"QS","So","T","GA",25,NA,NA,NA,"evening"
2018-06-08,"DW",17:35:00,"St","RE","T","GA",25,NA,NA,NA,"evening"
2018-06-08,"DW",17:40:00,"NA","NA","NA","NA",NA,NA,NA,NA,"evening"
2018-06-08,"DW",17:45:00,"NA","NA","NA","NA",NA,NA,NA,NA,"evening"
2018-06-08,"DW",17:50:00,"QW","Tv","T","GA",25,NA,NA,NA,"evening"
2018-06-08,"DW",17:55:00,"St","RE","T","GA",25,34.9,30.7,36.5,"evening"
2018-06-08,"DW",18:00:00,"St","RE","T","GA",25,35.1,31.9,37.7,"evening"
2018-06-08,"DW",18:05:00,"Ly","RE","A","GA",75,NA,NA,NA,"evening"
2018-06-08,"DW",18:10:00,"Ly","RE","A","GA",75,NA,NA,NA,"evening"
2018-06-08,"DW",18:15:00,"Ly","RE","A","GA",75,NA,NA,NA,"evening"
2018-06-08,"DW",18:20:00,"Ly","RE","A","GA",75,NA,NA,NA,"evening"
2018-06-08,"DW",18:25:00,"Ly","RE","A","GA",75,NA,NA,NA,"evening"
2018-06-08,"DW",18:30:00,"Ly","RE","A","GA",75,NA,NA,NA,"evening"
