date,individual,time,pos_beh,context,substrate,hab_type,sun,temp,t_lo,t_hi
2018-07-01,Lp,9:00,St,So,A,WD,0,Os,Os,Os
2018-07-01,Lp,9:05,St,So,A,WD,0,Os,Os,Os
2018-07-01,Lp,9:10,St,So,A,WD,0,Os,Os,Os
2018-07-01,Lp,9:15,St,So,A,WD,0,Os,Os,Os
2018-07-01,Lp,9:20,St,So,A,WD,0,Os,Os,Os
2018-07-01,Lp,9:25,St,So,A,WD,0,Os,Os,Os
2018-07-01,Lp,9:30,St,So,A,WD,0,Os,Os,Os
2018-07-01,Lp,9:35,St,So,A,WD,0,Os,Os,Os
2018-07-01,Lp,9:40,QW,So,A,WD,0,Os,Os,Os
2018-07-01,Lp,9:45,QS,So,A,WD,0,Os,Os,Os
2018-07-01,Lp,9:50,Os,Fo,A,WD,0,Os,Os,Os
2018-07-01,Lp,9:55,QW,Tv,T,GL,100,Os,Os,Os
2018-07-01,Lp,10:00,QW,Tv,T,WD,25,Os,Os,Os
2018-07-01,Lp,10:05,QW,Tv,T,WD,25,Os,Os,Os
2018-07-01,Lp,10:10,St,Fo,A,WD,25,33.4,12.1,32.3
2018-07-01,Lp,10:15,ST,Fo,A,WD,25,Os,Os,Os
2018-07-01,Lp,10:23,St,RE,A,WD,25,30.6,23.7,32.9
2018-07-01,Lp,10:25,Ly,RE,A,WD,25,31,23,31.8
2018-07-01,Lp,10:30,St,RE,T,WD,25,Os,Os,Os
2018-07-01,Lp,10:35,Ly,RE,T,WD,25,Os,Os,Os
2018-07-01,Lp,10:40,Ly,RE,T,WD,25,Os,Os,Os
2018-07-01,Lp,10:45,Ly,RE,T,WD,25,Os,Os,Os
2018-07-01,Lp,10:50,Ly,RE,T,WD,25,Os,Os,Os
2018-07-01,Lp,10:55,Ly,RE,T,WD,25,Os,Os,Os
2018-07-01,Lp,11:00,Ly,RE,T,WD,25,Os,Os,Os
2018-07-01,Lp,11:05,Ly,RE,A,WD,25,Os,Os,Os
2018-07-01,Lp,11:10,Ly,RE,A,WD,25,Os,Os,Os
2018-07-01,Lp,11:15,St,So,T,WD,25,Os,Os,Os
2018-07-01,Lp,11:20,St,So,T,WD,25,Os,Os,Os
2018-07-01,Lp,11:25,St,RE,T,WD,25,Os,Os,Os
2018-07-01,Lp,11:30,St,So,T,WD,25,33.5,23.7,33.6
2018-07-01,Lp,11:36,St,So,T,WD,25,35,24,34.2
2018-07-01,Lp,11:40,St,RE,T,WD,25,Os,Os,Os
2018-07-01,Lp,11:45,Ly,RE,T,WD,0,Os,Os,Os
2018-07-01,Lp,11:50,Ly,RE,T,WD,0,Os,Os,Os
2018-07-01,Lp,11:55,St,So,T,WD,25,Os,Os,Os
2018-07-01,Lp,12:00,St,So,T,WD,25,Os,Os,Os
2018-07-01,Lp,12:05,St,So,T,WD,25,32.6,23.9,33.5
2018-07-01,Lp,12:10,St,RE,T,WD,50,34.8,25.4,34.8
2018-07-01,Lp,12:15,St,So,T,WD,50,Os,Os,Os
2018-07-01,Lp,12:20,QW,So,T,WD,25,30.8,23.9,33.9
2018-07-01,Lp,12:25,St,So,T,WD,25,Os,Os,Os
2018-07-01,Lp,12:30,Ly,RE,T,WD,0,Os,Os,Os
2018-07-01,Lp,12:35,Ly,RE,T,WD,0,Os,Os,Os
2018-07-01,Lp,12:40,St,So,T,WD,25,Os,Os,Os
2018-07-01,Lp,12:45,QW,Tv,T,WD,25,Os,Os,Os
2018-07-01,Lp,12:50,QW,Tv,T,WD,25,Os,Os,Os
2018-07-01,Lp,12:55,St,RE,T,WD,25,35.9,25,35.5
2018-07-01,Lp,13:00,QW,So,T,WD,25,Os,Os,Os
2018-07-01,Lp,13:05,St,RE,A,WD,25,Os,Os,Os
2018-07-01,Lp,13:08,QW,Tv,T,WD,25,33.2,25.7,35.7
2018-07-01,Lp,13:15,Ly,RE,T,WD,0,Os,Os,Os
2018-07-01,Lp,13:20,St,RE,T,WD,0,Os,Os,Os
2018-07-01,Lp,13:24,St,Fo,A,WD,25,32.6,19.2,34.1
2018-07-01,Lp,13:30,St,RE,A,WD,25,Os,Os,Os
2018-07-01,Lp,13:35,Ly,RE,A,WD,25,Os,Os,Os
2018-07-01,Lp,13:40,QW,Tv,T,WD,25,Os,Os,Os
2018-07-01,Lp,13:45,Ly,RE,T,WD,0,Os,Os,Os
2018-07-01,Lp,13:50,Ly,RE,T,WD,0,Os,Os,Os
2018-07-01,Lp,13:55,Ly,RE,T,WD,0,Os,Os,Os
2018-07-01,Lp,14:00,Ly,RE,T,WD,0,Os,Os,Os
2018-07-01,Lp,14:05,Ly,RE,T,WD,0,Os,Os,Os
2018-07-01,Lp,14:10,Ly,RE,T,WD,0,Os,Os,Os
2018-07-01,Lp,14:15,Ly,RE,T,WD,0,Os,Os,Os
2018-07-01,Lp,14:20,Ly,RE,T,WD,0,Os,Os,Os
2018-07-01,Lp,14:25,Ly,RE,T,WD,0,Os,Os,Os
2018-07-01,Lp,14:30,Ly,RE,T,WD,0,Os,Os,Os
2018-07-01,Lp,14:35,Ly,RE,T,WD,0,Os,Os,Os
2018-07-01,Lp,14:40,Ly,RE,T,WD,0,Os,Os,Os
2018-07-01,Lp,14:45,Ly,RE,T,WD,0,Os,Os,Os
2018-07-01,Lp,14:50,Ly,RE,T,WD,0,Os,Os,Os
2018-07-01,Lp,14:55,Ly,RE,T,WD,0,Os,Os,Os
2018-07-01,Lp,15:00,St,RE,A,WD,0,Os,Os,Os
2018-07-01,Lp,15:05,St,RE,A,WD,0,Os,Os,Os
2018-07-01,Lp,15:10,Ly,RE,A,WD,0,Os,Os,Os
2018-07-01,Lp,15:16,QS,So,T,WD,25,32.5,25.7,34.5
2018-07-01,Lp,15:20,QW,Tv,T,WD,25,Os,Os,Os
2018-07-01,JM,15:23,BpW,So,T,GL,100,38.7,27.9,52.2
2018-07-01,Lp,15:25,QW,Tv,T,WD,75,Os,Os,Os
2018-07-01,Lp,15:30,St,So,T,WD,50,Os,Os,Os
2018-07-01,BN,15:30,ABp,Fo,T,WD,75,37.3,27.9,48.2
2018-07-01,Lp,15:35,QW,Tv,T,GL,75,36.9,28.4,51.1
2018-07-01,Lp,15:40,QW,Tv,T,WD,75,Os,Os,Os
2018-07-01,Lp,15:45,St,Fo,T,WD,50,35.2,26.7,36
2018-07-01,Lp,15:46,ABp,Fo,T,WD,75,39.7,28.2,38.1
2018-07-01,Lp,15:50,QS,Fo,T,WD,50,Os,Os,Os
2018-07-01,Lp,15:55,QS,So,T,BMWD,50,Os,Os,Os
2018-07-01,Lp,15:58,QW,So,T,GL,100,39.6,29.1,38.5
2018-07-01,Lp,16:04,QW,Tv,T,BMWD,25,33.3,24.5,33.2
2018-07-01,Lp,16:10,Ly,RE,A,BMWD,0,Os,Os,Os
2018-07-01,Lp,16:15,Ly,RE,A,BMWD,0,Os,Os,Os
2018-07-01,Lp,16:20,Os,Tv,T,BMWD,0,Os,Os,Os
2018-07-01,Lp,16:25,St,RE,A,GA,25,Os,Os,Os
2018-07-01,Lp,16:30,St,RE,A,GA,25,Os,Os,Os
2018-07-01,Lp,16:35,QW,So,T,GA,25,Os,Os,Os
2018-07-01,Lp,16:40,Os,Os,Os,Os,Os,Os,Os,Os
2018-07-01,Lp,16:45,QW,Tv,T,GA,25,Os,Os,Os
2018-07-01,Lp,16:50,Ly,RE,A,GA,25,Os,Os,Os
2018-07-01,Lp,16:55,Ly,RE,A,GA,25,Os,Os,Os
2018-07-01,Lp,17:00,Ly,RE,A,GA,25,Os,Os,Os
2018-07-01,Lp,17:05,Ly,RE,A,GA,25,Os,Os,Os
2018-07-01,Lp,17:10,Ly,RE,A,GA,25,Os,Os,Os
2018-07-01,Lp,17:15,Ly,RE,A,GA,25,Os,Os,Os
2018-07-01,Lp,17:20,Ly,RE,A,GA,25,Os,Os,Os
2018-07-01,Lp,17:25,St,RE,A,GA,25,Os,Os,Os
2018-07-01,Lp,17:30,St,RE,A,GA,25,Os,Os,Os
2018-07-01,Lp,17:36,St,Tv,T,GA,25,33.3,26.9,33.4
2018-07-01,Lp,17:40,QW,Tv,T,GA,25,Os,Os,Os
2018-07-01,Lp,17:45,St,Fo,A,GA,25,Os,Os,Os
2018-07-01,Lp,17:52,QW,Tv,T,GL,75,34.2,26.4,35.4
2018-07-01,Lp,17:55,St,Fo,A,WD,25,Os,Os,Os
2018-07-01,Lp,18:00,ABp,Fo,A,WD,25,Os,Os,Os
2018-07-01,Lp,18:05,Cb,Fo,A,WD,25,32.7,27,33.3
2018-07-01,Lp,18:10,St,RE,A,WD,25,Os,Os,Os
2018-07-01,Lp,18:15,St,RE,A,WD,25,Os,Os,Os
2018-07-01,Lp,18:20,St,RE,A,WD,25,Os,Os,Os
2018-07-01,Lp,18:25,Ly,RE,A,WD,0,Os,Os,Os
2018-07-01,Lp,18:30,St,RE,A,WD,0,33.4,25.4,32.8
2018-07-01,Lp,18:35,VC,Fo,A,WD,0,Os,Os,Os
2018-07-01,Lp,18:40,St,Fo,A,WD,0,Os,Os,Os
2018-07-01,Lp,18:45,St,RE,A,WD,0,Os,Os,Os
2018-07-03,BN,6:40,Sq,Fo,A,BMWD,0,Os,Os,Os
2018-07-03,BN,6:45,St,RE,T,BMWD,0,Os,Os,Os
2018-07-03,BN,6:50,St,RE,T,BMWD,0,Os,Os,Os
2018-07-03,BN,6:55,Cb,So,A,BMWD,0,Os,Os,Os
2018-07-03,BN,7:00,Cb,So,A,BMWD,0,Os,Os,Os
2018-07-03,BN,7:05,St,So,A,BMWD,0,Os,Os,Os
2018-07-03,BN,7:10,St,So,A,BMWD,0,Os,Os,Os
2018-07-03,BN,7:15,St,RE,A,BMWD,0,Os,Os,Os
2018-07-03,BN,7:20,Cb,So,A,BMWD,0,Os,Os,Os
2018-07-03,BN,7:25,St,RE,T,WD,0,Os,Os,Os
2018-07-03,BN,7:30,QW,So,T,GL,0,Os,Os,Os
2018-07-03,BN,7:35,St,Fo,A,WD,0,Os,Os,Os
2018-07-03,BN,7:40,QW,Tv,T,WD,0,Os,Os,Os
2018-07-03,BN,7:45,St,RE,T,WD,0,Os,Os,Os
2018-07-03,BN,7:50,St,RE,T,WD,0,Os,Os,Os
2018-07-03,BN,7:55,Ly,RE,T,WD,0,Os,Os,Os
2018-07-03,BN,8:00,QW,Tv,T,WD,0,Os,Os,Os
2018-07-03,BN,8:05,St,Fo,T,WD,0,Os,Os,Os
2018-07-03,BN,8:10,Ly,RE,T,WD,0,Os,Os,Os
2018-07-03,BN,8:15,Os,Os,Os,Os,Os,Os,Os,Os
2018-07-03,BN,8:20,Ly,RE,T,WD,0,Os,Os,Os
2018-07-03,BN,8:25,Ly,RE,T,WD,0,Os,Os,Os
2018-07-03,BN,8:30,Ly,RE,T,WD,0,Os,Os,Os
2018-07-03,BN,8:35,St,So,T,WD,0,Os,Os,Os
2018-07-03,BN,8:40,St,So,T,WD,0,Os,Os,Os
2018-07-03,BN,8:45,QW,Tv,T,WD,0,Os,Os,Os
2018-07-03,BN,8:50,QW,So,T,WD,0,Os,Os,Os
2018-07-03,BN,8:55,QW,Tv,T,BMWD,0,Os,Os,Os
2018-07-03,BN,9:00,St,Fo,A,WD,0,Os,Os,Os
2018-07-03,BN,9:05,QW,Tv,T,WD,0,Os,Os,Os
2018-07-03,BN,9:10,VC,Fo,A,WD,0,Os,Os,Os
2018-07-03,BN,9:15,Os,Os,Os,Os,Os,Os,Os,Os
2018-07-03,BN,9:20,Os,Os,Os,Os,Os,Os,Os,Os
2018-07-03,BN,9:25,Ly,RE,T,WD,0,Os,Os,Os
2018-07-03,BN,9:30,Ly,RE,T,WD,0,Os,Os,Os
2018-07-03,BN,9:35,Ly,RE,T,WD,0,Os,Os,Os
2018-07-03,BN,9:40,Os,Os,Os,Os,Os,Os,Os,Os
2018-07-03,BN,9:45,QW,Fo,T,WD,0,Os,Os,Os
2018-07-03,BN,9:50,QW,Tv,T,GL,0,Os,Os,Os
2018-07-03,BN,9:55,St,RE,T,WD,0,Os,Os,Os
2018-07-03,BN,10:00,QW,Fo,T,WD,0,Os,Os,Os
2018-07-03,BN,10:05,Ly,RE,T,WD,0,Os,Os,Os
2018-07-03,BN,10:10,St,Fo,T,WD,0,Os,Os,Os
2018-07-03,BN,10:15,St,Fo,A,WD,25,Os,Os,Os
2018-07-03,BN,10:20,St,RE,T,WD,25,Os,Os,Os
2018-07-03,BN,10:25,Ly,RE,T,WD,25,Os,Os,Os
2018-07-03,BN,10:30,Ly,RE,T,WD,25,Os,Os,Os
2018-07-03,BN,10:35,Ly,RE,T,WD,25,Os,Os,Os
2018-07-03,BN,10:40,Ly,RE,T,WD,25,Os,Os,Os
2018-07-03,BN,10:45,Ly,RE,T,WD,25,Os,Os,Os
2018-07-03,BN,10:50,St,So,T,WD,0,Os,Os,Os
2018-07-03,BN,10:54,QW,So,T,WD,25,30.4,23.1,35.3
2018-07-03,BN,11:00,St,So,T,WD,25,34.3,23.6,34
2018-07-03,BN,11:05,Ly,RE,T,WD,25,Os,Os,Os
2018-07-03,BN,11:10,St,RE,T,WD,25,32.2,23.5,34.4
2018-07-03,BN,11:14,QW,Tv,T,WD,25,33.1,20.3,35.6
2018-07-03,JM,11:14,BpW,So,T,WD,50,31.9,20.4,39.2
2018-07-03,BN,11:21,St,Fo,T,WD,50,34.5,24.8,34.7
2018-07-03,Bo,11:24,BpW,So,T,WD,25,35.1,24.1,35.1
2018-07-03,BN,11:25,Os,Os,Os,Os,Os,Os,Os,Os
2018-07-03,BN,11:30,St,Fo,A,WD,25,Os,Os,Os
2018-07-03,BN,11:35,St,Fo,A,WD,25,Os,Os,Os
2018-07-03,BN,11:40,St,So,A,WD,25,Os,Os,Os
2018-07-03,BN,11:45,St,So,A,WD,25,Os,Os,Os
2018-07-03,BN,11:50,Ly,RE,A,WD,25,Os,Os,Os
2018-07-03,BN,11:55,St,RE,A,WD,25,Os,Os,Os
2018-07-03,BN,12:00,Ly,RE,A,WD,25,Os,Os,Os
2018-07-03,BN,12:05,Ly,RE,A,WD,25,Os,Os,Os
2018-07-03,BN,12:10,Ly,RE,A,WD,25,Os,Os,Os
2018-07-03,BN,12:15,Ly,RE,A,WD,25,Os,Os,Os
2018-07-03,BN,12:20,Ly,RE,A,WD,25,Os,Os,Os
2018-07-03,BN,12:25,Ly,RE,A,WD,25,Os,Os,Os
2018-07-03,BN,12:30,St,RE,A,WD,25,Os,Os,Os
2018-07-03,BN,12:35,St,RE,A,WD,25,Os,Os,Os
2018-07-03,BN,12:40,Ly,RE,A,WD,25,Os,Os,Os
2018-07-03,BN,12:45,Os,Os,Os,Os,Os,Os,Os,Os
2018-07-03,JM,12:50,BpW,So,T,WD,25,34.8,24.5,35.1
2018-07-03,JM,12:51,BpW,So,T,WD,25,34.8,25.3,36.7
2018-07-03,BN,12:51,QW,Tv,T,WD,25,34.5,25.2,36.5
2018-07-03,BN,12:55,QW,Tv,T,WD,25,Os,Os,Os
2018-07-03,BN,13:00,Os,Os,Os,Os,Os,Os,Os,Os
2018-07-03,BN,13:05,St,Fo,A,WD,25,Os,Os,Os
2018-07-03,BN,13:10,St,RE,T,WD,50,35.7,25.3,35.4
2018-07-03,BN,13:15,ABp,Fo,T,WD,75,36.2,25.9,35.8
2018-07-03,BN,13:15,ABp,Fo,T,WD,75,36.4,25.7,35.7
2018-07-03,BN,13:16,ABp,Fo,T,WD,75,36.3,25.4,36
2018-07-03,BN,13:20,St,Fo,A,BMWD,0,Os,Os,Os
2018-07-03,BN,13:25,Ly,RE,A,BMWD,0,Os,Os,Os
2018-07-03,BN,13:30,Ly,RE,A,BMWD,0,Os,Os,Os
2018-07-03,BN,13:35,Ly,RE,A,BMWD,0,Os,Os,Os
2018-07-03,BN,13:40,Ly,RE,A,BMWD,0,Os,Os,Os
2018-07-03,BN,13:45,Ly,RE,A,BMWD,0,Os,Os,Os
2018-07-03,BN,13:50,Ly,RE,A,BMWD,0,Os,Os,Os
2018-07-03,BN,13:55,Ly,RE,A,BMWD,0,Os,Os,Os
2018-07-03,BN,14:00,Ly,RE,A,BMWD,0,Os,Os,Os
2018-07-03,BN,14:05,Ly,RE,A,BMWD,0,Os,Os,Os
2018-07-03,BN,14:09,St,Fo,T,BMWD,25,31.9,24.7,33.7
2018-07-03,BN,14:15,St,Fo,T,BMWD,25,Os,Os,Os
2018-07-03,BN,14:20,St,So,T,BMWD,25,Os,Os,Os
2018-07-03,BN,14:25,Os,Os,Os,Os,Os,Os,Os,Os
2018-07-03,BN,14:30,Os,Os,Os,Os,Os,Os,Os,Os
2018-07-03,BN,14:35,St,Fo,T,BMWD,25,Os,Os,Os
2018-07-03,BN,14:40,St,RE,T,BMWD,50,36.3,25.5,36
2018-07-03,BO,14:45,ABp,Fo,T,WD,25,30.6,26.5,34.1
2018-07-03,BN,14:45,St,Fo,T,WD,75,Os,Os,Os
2018-07-03,BN,14:49,QW,Tv,T,BMWD,25,34.2,26.3,35
2018-07-03,BN,14:55,QW,Fo,T,WD,25,34.1,27.1,34.4
2018-07-03,Mi,14:57,QM,Fo,A,WD,25,34.4,22.5,34.1
2018-07-03,Mi,15:00,VC,Fo,A,WD,25,34,17,33.2
2018-07-03,BN,15:00,St,Fo,A,WD,25,Os,Os,Os
2018-07-03,Mi,15:05,VC,Fo,A,WD,25,34.4,25.5,35.5
2018-07-03,BN,15:06,QW,Fo,T,WD,25,34.5,27.5,35.9
2018-07-03,BN,15:10,St,RE,A,WD,25,Os,Os,Os
2018-07-03,BN,15:15,Ly,RE,A,WD,25,Os,Os,Os
2018-07-03,BN,15:20,Ly,RE,A,WD,25,Os,Os,Os
2018-07-03,BN,15:25,Ly,RE,A,WD,25,Os,Os,Os
2018-07-03,BN,15:30,Ly,RE,A,WD,25,Os,Os,Os
2018-07-03,BN,15:35,Ly,RE,A,WD,25,Os,Os,Os
2018-07-03,BN,15:40,St,So,T,WD,50,32.2,24.4,33.5
2018-07-03,BN,15:45,St,So,T,WD,50,35,24.4,34.9
2018-07-03,BN,15:50,St,So,T,WD,50,35.5,25.2,35.6
2018-07-03,BN,15:55,St,So,T,WD,25,35,25.3,34.8
2018-07-03,BN,16:00,St,So,T,WD,25,33.1,26.2,34.5
2018-07-03,BN,16:05,St,So,T,WD,25,33.8,25.7,34.7
2018-07-03,BN,16:10,St,So,T,WD,25,Os,Os,Os
2018-07-03,BN,16:15,St,So,T,WD,25,Os,Os,Os
2018-07-03,BN,16:20,St,So,T,WD,25,Os,Os,Os
2018-07-03,DF,16:22,ABp,Fo,T,WD,25,33.6,27,34.8
2018-07-03,DF,16:22,ABp,Fo,T,WD,25,33.9,27.5,35.3
2018-07-03,DF,16:22,ABp,Fo,T,WD,25,34.2,27.1,35.4
2018-07-03,DF,16:22,ABp,Fo,T,WD,25,34.5,27.6,36
2018-07-03,BN,16:25,QW,Fo,T,WD,50,Os,Os,Os
2018-07-03,BN,16:31,QW,Fo,T,WD,75,Os,Os,Os
2018-07-03,BN,16:35,St,Fo,A,WD,25,33.9,24.7,33.5
2018-07-03,BN,16:40,St,Fo,A,WD,25,Os,Os,Os
2018-07-03,BN,16:45,St,Fo,A,WD,25,Os,Os,Os
2018-07-03,BN,16:50,Ly,RE,A,WD,25,31.2,19,33.2
2018-07-03,BN,16:55,St,RE,A,WD,25,Os,Os,Os
2018-07-03,BN,17:00,St,RE,A,WD,25,Os,Os,Os
2018-07-03,BN,17:05,St,RE,A,WD,25,Os,Os,Os
2018-07-03,BN,17:10,QW,Tv,T,WD,50,Os,Os,Os
2018-07-03,BN,17:16,QW,Tv,T,GL,75,34.2,27.3,37.6
2018-07-03,BN,17:20,St,So,T,GL,25,Os,Os,Os
2018-07-03,BN,17:25,Os,Os,Os,Os,Os,Os,Os,Os
2018-07-03,BN,17:29,QW,Tv,T,GL,50,34.3,26.1,40
2018-07-03,BN,17:33,QW,Tv,T,GL,50,34.8,26.3,34.4
2018-07-03,BN,17:40,Ly,RE,A,WD,0,Os,Os,Os
2018-07-03,BN,17:45,Ly,RE,A,WD,0,Os,Os,Os
2018-07-03,BN,17:50,St,RE,A,WD,0,Os,Os,Os
2018-07-03,BN,17:55,Ly,RE,A,WD,0,Os,Os,Os
2018-07-03,BN,18:00,Ly,RE,A,WD,0,Os,Os,Os
2018-07-03,BN,18:05,Ly,RE,A,WD,0,Os,Os,Os
2018-07-03,BN,18:10,Os,Os,Os,Os,Os,Os,Os,Os
2018-07-03,BN,18:15,VC,Fo,A,BMWD,0,Os,Os,Os
2018-07-03,BN,18:20,St,Fo,A,BMWD,0,Os,Os,Os
2018-07-03,BN,18:25,St,Fo,A,BMWD,0,Os,Os,Os
2018-07-03,BN,18:30,St,Fo,A,BMWD,0,Os,Os,Os
2018-07-03,BN,18:35,Ly,RE,A,BMWD,0,Os,Os,Os
2018-07-03,BN,18:40,Os,Os,Os,Os,Os,Os,Os,Os
2018-07-03,BN,18:44,St,RE,T,BMWD,0,34.3,24.8,33.9
2018-07-03,BN,18:50,Ly,RE,T,BMWD,0,Os,Os,Os
2018-07-03,BN,18:55,Ly,RE,A,BMWD,0,Os,Os,Os
2018-07-03,BN,19:00,Ly,RE,A,BMWD,0,Os,Os,Os
2018-07-03,BN,19:05,Ly,RE,T,BMWD,0,Os,Os,Os
2018-07-03,BN,19:10,Ly,RE,T,BMWD,0,Os,Os,Os
2018-07-03,BN,19:15,Ly,RE,T,BMWD,0,Os,Os,Os
2018-07-05,DW,6:30,St,RE,A,WD,0,Os,Os,Os
2018-07-05,DW,6:35,Ly,RE,A,WD,0,Os,Os,Os
2018-07-05,DW,6:40,Ly,RE,A,WD,0,Os,Os,Os
2018-07-05,DW,6:45,QW,Tv,T,WD,0,Os,Os,Os
2018-07-05,DW,6:50,QW,Tv,T,WD,0,Os,Os,Os
2018-07-05,DW,6:55,St,Fo,T,WD,0,Os,Os,Os
2018-07-05,Mi,7:10,QM,Fo,A,WD,0,Os,Os,Os
2018-07-05,Mi,7:16,St,RE,A,WD,0,31.8,17.7,31.5
2018-07-05,Mi,7:20,St,RE,A,WD,0,31.9,17.6,31
2018-07-05,Mi,7:25,St,RE,A,WD,0,31.6,17.7,29.5
2018-07-05,Mi,7:30,Ly,RE,A,WD,0,Os,Os,Os
2018-07-05,Mi,7:35,Ly,RE,A,WD,0,Os,Os,Os
2018-07-05,Mi,7:40,Ly,RE,A,WD,0,Os,Os,Os
2018-07-05,Mi,7:45,Ly,RE,A,WD,0,Os,Os,Os
2018-07-05,Mi,7:50,Ly,RE,A,WD,0,Os,Os,Os
2018-07-05,Mi,7:55,Ly,RE,A,WD,0,Os,Os,Os
2018-07-05,Mi,8:00,Ly,RE,A,WD,0,Os,Os,Os
2018-07-05,Mi,8:05,St,RE,A,WD,0,Os,Os,Os
2018-07-05,Mi,8:10,St,RE,A,WD,0,31.7,17.5,31.7
2018-07-05,Mi,8:15,QW,Tv,T,WD,0,Os,Os,Os
2018-07-05,Mi,8:19,QW,Tv,T,WD,0,30.8,23.5,31.5
2018-07-05,Mi,8:25,St,RE,A,WD,0,Os,Os,Os
2018-07-05,Mi,8:30,QW,Tv,T,WD,0,Os,Os,Os
2018-07-05,Mi,8:35,St,RE,A,WD,0,31.2,19.9,30.2
2018-07-05,Mi,8:40,St,RE,A,WD,0,Os,Os,Os
2018-07-05,Mi,8:45,Ly,RE,A,WD,0,Os,Os,Os
2018-07-05,Mi,8:50,Ly,RE,A,WD,0,31.8,10.9,31.3
2018-07-05,Mi,8:55,Ly,RE,A,WD,0,32.3,11.6,31.7
2018-07-05,Mi,9:00,St,RE,A,WD,0,Os,Os,Os
2018-07-05,Mi,9:05,VC,Tv,A,WD,0,Os,Os,Os
2018-07-05,Mi,9:10,Ly,RE,A,WD,0,Os,Os,Os
2018-07-05,Mi,9:15,St,RE,A,WD,0,Os,Os,Os
2018-07-05,Mi,9:20,St,RE,A,WD,0,Os,Os,Os
2018-07-05,Mi,9:25,St,RE,A,WD,0,Os,Os,Os
2018-07-05,Mi,9:30,St,RE,A,WD,0,Os,Os,Os
2018-07-05,Mi,9:35,St,RE,A,WD,0,Os,Os,Os
2018-07-05,Mi,9:40,St,RE,A,WD,0,Os,Os,Os
2018-07-05,Mi,9:45,St,So,A,WD,0,Os,Os,Os
2018-07-05,Mi,9:50,VC,Tv,A,WD,0,31.5,22.4,31.5
2018-07-05,Mi,9:55,St,RE,A,WD,0,Os,Os,Os
2018-07-05,Mi,10:00,St,RE,A,WD,0,Os,Os,Os
2018-07-05,Mi,10:05,St,Fo,A,WD,0,Os,Os,Os
2018-07-05,Mi,10:10,Ly,RE,A,WD,0,Os,Os,Os
2018-07-05,Mi,10:15,Ly,RE,A,WD,0,32,22.2,33.5
2018-07-05,Mi,10:20,Ly,RE,A,WD,0,32.2,24.2,33.5
2018-07-05,Mi,10:25,Ly,RE,A,WD,0,Os,Os,Os
2018-07-05,Mi,10:30,Ly,RE,A,WD,0,Os,Os,Os
2018-07-05,Mi,10:35,Ly,RE,A,WD,0,32.8,22.6,33.1
2018-07-05,Mi,10:40,Ly,RE,A,WD,0,31.6,23.4,33.1
2018-07-05,Mi,10:45,Ly,RE,A,WD,0,Os,Os,Os
2018-07-05,Mi,10:50,Ly,RE,A,WD,0,Os,Os,Os
2018-07-05,Mi,10:55,Os,Os,Os,Os,Os,Os,Os,Os
2018-07-05,Mi,11:00,St,RE,A,WD,0,Os,Os,Os
2018-07-05,Mi,11:05,St,RE,A,WD,25,Os,Os,Os
2018-07-05,Mi,11:10,St,RE,A,WD,25,31.7,23.2,34.4
2018-07-05,Mi,11:15,St,RE,A,WD,0,35.2,25.2,35.2
2018-07-05,Mi,11:21,St,So,A,WD,0,33,25.2,33.3
2018-07-05,Mi,11:26,St,So,A,WD,25,32.1,23.8,31.8
2018-07-05,Mi,11:30,St,So,A,WD,25,32,23.7,32.6
2018-07-05,Mi,11:35,St,So,A,WD,25,33.8,22.1,33.8
2018-07-05,Mi,11:40,St,So,A,WD,0,33.3,22,33.5
2018-07-05,Mi,11:45,St,So,A,WD,0,Os,Os,Os
2018-07-05,Mi,11:50,Ly,RE,A,WD,0,Os,Os,Os
2018-07-05,Mi,11:55,Ly,RE,A,WD,0,Os,Os,Os
2018-07-05,Mi,12:00,Ly,RE,A,WD,0,Os,Os,Os
2018-07-05,Mi,12:05,Ly,RE,A,WD,0,Os,Os,Os
2018-07-05,Mi,12:10,Ly,RE,A,WD,0,Os,Os,Os
2018-07-05,Mi,12:15,Ly,RE,A,WD,0,Os,Os,Os
2018-07-05,Mi,12:20,Ly,RE,A,WD,0,Os,Os,Os
2018-07-05,Mi,12:25,Ly,RE,A,WD,0,Os,Os,Os
2018-07-05,Mi,12:30,Ly,RE,A,WD,0,Os,Os,Os
2018-07-05,Mi,12:35,Ly,RE,A,WD,0,Os,Os,Os
2018-07-05,Mi,12:40,Ly,RE,A,WD,0,Os,Os,Os
2018-07-05,Mi,12:45,Ly,RE,A,WD,0,Os,Os,Os
2018-07-05,Mi,12:50,Ly,RE,A,WD,25,32.1,22.4,32.9
2018-07-05,Mi,12:55,St,RE,A,WD,25,34.8,21.5,34.9
2018-07-05,Mi,13:00,Sq,So,T,WD,25,Os,Os,Os
2018-07-05,Mi,13:05,St,So,T,WD,25,Os,Os,Os
2018-07-05,Mi,13:10,St,So,T,WD,25,Os,Os,Os
2018-07-05,Mi,13:15,Ly,RE,T,WD,25,Os,Os,Os
2018-07-05,Mi,13:20,Ly,RE,T,WD,25,Os,Os,Os
2018-07-05,Mi,13:25,Ly,RE,T,WD,25,Os,Os,Os
2018-07-05,Mi,13:30,Ly,RE,T,WD,25,Os,Os,Os
2018-07-05,Mi,13:35,Ly,RE,T,WD,25,Os,Os,Os
2018-07-05,Mi,13:40,Ly,RE,T,WD,25,Os,Os,Os
