date,individual,time,pos_beh,context,substrate,hab_type,sun,temp,t_lo,t_hi
2018-06-23,Bo,15:25,St,RE,A,WD,25,Os,Os,Os
2018-06-23,Bo,15:30,St,RE,A,WD,25,Os,Os,Os
2018-06-23,Bo,15:35,St,RE,A,WD,25,Os,Os,Os
2018-06-23,Bo,15:40,Ly,RE,A,WD,25,Os,Os,Os
2018-06-23,Bo,15:45,Ly,RE,A,WD,25,Os,Os,Os
2018-06-23,Bo,15:50,Ly,RE,A,WD,25,Os,Os,Os
2018-06-23,Bo,15:55,St,RE,A,WD,50,41.5,34.6,47.1
2018-06-23,Bo,16:00,Ly,RE,A,WD,25,Os,Os,Os
2018-06-23,Bo,16:07,St,RE,T,WD,0,37.9,33.9,45.4
2018-06-23,Bo,16:10,Ly,RE,T,WD,0,Os,Os,Os
2018-06-23,Bo,16:15,Ly,RE,T,WD,0,Os,Os,Os
2018-06-23,Bo,16:20,Ly,RE,T,WD,0,Os,Os,Os
2018-06-23,Bo,16:25,Ly,RE,T,WD,0,Os,Os,Os
2018-06-23,Bo,16:30,Ly,RE,T,WD,0,Os,Os,Os
2018-06-23,Bo,16:35,Ly,RE,T,WD,0,Os,Os,Os
2018-06-23,Bo,16:40,Ly,RE,T,WD,0,Os,Os,Os
2018-06-23,Bo,16:45,Ly,RE,T,WD,0,Os,Os,Os
2018-06-23,Bo,16:50,St,So,T,WD,0,37.9,34.3,42.4
2018-06-23,Bo,16:55,Ly,RE,T,WD,0,Os,Os,Os
2018-06-23,Bo,17:00,Ly,RE,T,WD,0,Os,Os,Os
2018-06-23,Bo,17:05,Ly,RE,T,WD,0,Os,Os,Os
2018-06-23,Bo,17:10,Ly,RE,T,WD,0,Os,Os,Os
2018-06-23,Bo,17:15,St,RE,T,WD,0,Os,Os,Os
2018-06-23,Bo,17:20,St,RE,T,WD,0,Os,Os,Os
2018-06-23,Bo,17:26,QW,Tv,T,WD,25,36.1,32.9,38.6
2018-06-23,Bo,17:29,Abp,Fo,A,WD,25,36.9,32.6,37.3
2018-06-23,Bo,17:35,St,Tv,T,WD,25,38.5,35,39.2
2018-06-23,Bo,17:39,QW,Fo,T,WD,25,37.4,34,41.5
2018-06-23,Bo,17:45,St,Fo,T,WD,25,38,34.6,38.6
2018-06-23,Bo,17:50,St,RE,T,WD,25,Os,Os,Os
2018-06-23,Bo,17:55,QW,Tv,T,GL,100,Os,Os,Os
2018-06-23,Bo,18:00,QW,Tv,T,GL,100,Os,Os,Os
2018-06-23,Bo,18:05,QW,Tv,T,WD,50,Os,Os,Os
2018-06-23,Bo,18:10,QW,Tv,T,WD,50,Os,Os,Os
2018-06-23,Bo,18:15,St,Fo,A,WD,25,Os,Os,Os
2018-06-23,Bo,18:20,Os,Os,Os,Os,Os,Os,Os,Os
2018-06-23,Bo,18:25,Os,Os,Os,Os,Os,Os,Os,Os
2018-06-23,Bo,18:30,St,RE,W/T,GL,25,Os,Os,Os
2018-06-23,Bo,18:35,St,RE,A,WD,0,36.1,31.1,36.6
2018-06-23,Bo,18:40,Os,Os,Os,Os,Os,Os,Os,Os
2018-06-23,Bo,18:45,Ly,RE,T,WD,0,Os,Os,Os
2018-06-23,Bo,18:50,Ly,RE,T,WD,0,Os,Os,Os
2018-06-23,Bo,18:55,Ly,RE,T,WD,0,Os,Os,Os
2018-06-23,Bo,19:00,QW,Tv,T,WD,0,29.9,29.7,34.9
2018-06-23,Bo,19:05,St,Fo,T,WD,0,35.3,32.3,36.3
2018-06-23,Bo,19:10,QW,Fo,T,WD,0,32.9,29,33.5
2018-06-23,Bo,19:14,QW,Fo,T,WD,0,33.8,28.4,32.9
2018-06-23,Bo,19:19,QW,Tv,T,WD,0,33.7,28.9,34.1
2018-06-26,DW,7:50,QW,Tv,T,GL,100,Os,Os,Os
2018-06-26,DW,7:55,QW,Tv,T,GL,100,Os,Os,Os
2018-06-26,DW,7:59,QW,Tv,T,GL,100,33.5,25,34.1
2018-06-26,DW,8:04,St,RE,T,WD,25,32.4,23.9,30.8
2018-06-26,DW,8:10,Ly,RE,T,WD,25,Os,Os,Os
2018-06-26,DW,8:16,St,RE,T,WD,25,31.5,24.1,31
2018-06-26,DW,8:20,St,RE,T,WD,25,31.2,24.2,31.2
2018-06-26,DW,8:25,Vci,Fo,A,WD,25,33.3,29.3,34.2
2018-06-26,DW,8:27,VC,Fo,A,WD,25,32.9,22.8,32.7
2018-06-26,DW,8:32,QW,Fo,T,WD,25,31.9,23.1,32.7
2018-06-26,BN,8:35,ABp,So,T,WD,25,34.6,23.6,34.4
2018-06-26,BN,8:35,Abp,So,T,WD,25,34.4,24,34.7
2018-06-26,DW,8:40,St,RE,T,WD,25,34.3,25.5,34.9
2018-06-26,DW,8:45,Ly,RE,T,WD,25,Os,Os,Os
2018-06-26,DW,8:50,BpW,So,T,WD,25,32,23.9,32.8
2018-06-26,DW,8:55,QW,Tv,T,WD,25,Os,Os,Os
2018-06-26,DW,9:00,St,RE,T,WD,25,Os,Os,Os
2018-06-26,DW,9:05,Ly,RE,T,WD,25,Os,Os,Os
2018-06-26,DW,9:10,Ly,RE,T,WD,25,Os,Os,Os
2018-06-26,DW,9:15,Ly,RE,T,WD,25,Os,Os,Os
2018-06-26,DW,9:20,Ly,RE,T,WD,25,Os,Os,Os
2018-06-26,DW,9:25,Ly,RE,T,WD,25,Os,Os,Os
2018-06-26,DW,9:30,Ly,RE,T,WD,25,Os,Os,Os
2018-06-26,DW,9:36,St,RE,T,WD,25,30,24.9,31.5
2018-06-26,DW,9:40,St,RE,T,WD,25,31.9,25,33.3
2018-06-26,DW,9:45,Ly,RE,T,WD,25,32.6,25.2,33.5
2018-06-26,DW,9:50,St,RE,T,WD,25,Os,Os,Os
2018-06-26,DW,9:55,St,RE,T,WD,25,Os,Os,Os
2018-06-26,DW,10:00,Ly,RE,T,WD,25,Os,Os,Os
2018-06-26,DW,10:05,Ly,RE,T,WD,25,Os,Os,Os
2018-06-26,DW,10:10,Ly,RE,T,WD,25,Os,Os,Os
2018-06-26,DW,10:15,St,RE,T,WD,25,Os,Os,Os
2018-06-26,DW,10:19,QW,Tv,T,WD,25,31.9,26.3,34.6
2018-06-26,DW,10:21,BpS,So,T,WD,25,34.3,26.2,33.2
2018-06-26,DW,10:24,QS,Tv,T,WD,50,35.2,27.1,36.5
2018-06-26,DW,10:28,QW,Tv,A,WD,50,34.6,26.4,34.2
2018-06-26,DW,10:35,St,Fo,A,WD,25,Os,Os,Os
2018-06-26,DW,10:40,St,RE,A,WD,25,Os,Os,Os
2018-06-26,DW,10:45,St,RE,A,WD,25,Os,Os,Os
2018-06-26,DW,10:50,St,RE,A,WD,25,Os,Os,Os
2018-06-26,DW,10:55,St,RE,A,WD,25,Os,Os,Os
2018-06-26,DW,11:00,St,RE,A,WD,25,Os,Os,Os
2018-06-26,DW,11:05,St,RE,A,WD,25,Os,Os,Os
2018-06-26,DW,11:10,St,RE,A,WD,25,Os,Os,Os
2018-06-26,DW,11:15,Ly,RE,A,WD,25,Os,Os,Os
2018-06-26,DW,11:20,Ly,RE,A,WD,25,34.4,12,35.1
2018-06-26,DW,11:25,Ly,RE,A,WD,25,Os,Os,Os
2018-06-26,DW,11:30,Ly,RE,A,WD,25,Os,Os,Os
2018-06-26,DW,11:35,St,RE,A,WD,25,Os,Os,Os
2018-06-26,DW,11:40,St,RE,A,WD,25,Os,Os,Os
2018-06-26,DW,11:45,St,RE,A,WD,25,Os,Os,Os
2018-06-26,DW,11:50,St,RE,A,WD,25,Os,Os,Os
2018-06-26,DW,11:55,Ly,RE,A,WD,25,Os,Os,Os
2018-06-26,DW,12:00,St,RE,A,WD,25,Os,Os,Os
2018-06-26,DW,12:05,QS,Tv,T,WD,25,34.9,26.8,41
2018-06-26,DW,12:10,Ly,RE,A,WD,25,Os,Os,Os
2018-06-26,DW,12:15,Os,Fo,A,WD,Os,Os,Os,Os
2018-06-26,DW,12:20,St,Fo,A,WD,25,35.3,25.9,35.1
2018-06-26,DW,12:25,Ly,RE,A,WD,25,Os,Os,Os
2018-06-26,DW,12:30,Ly,RE,A,WD,25,Os,Os,Os
2018-06-26,DW,12:35,Ly,RE,A,WD,25,Os,Os,Os
2018-06-26,DW,12:40,St,RE,A,WD,25,Os,Os,Os
2018-06-26,DW,12:45,St,RE,A,WD,25,Os,Os,Os
2018-06-26,DW,12:50,Os,Os,Os,Os,Os,Os,Os,Os
2018-06-26,DW,12:54,QW,Tv,T,WD,75,35.9,27.8,36.4
2018-06-26,DW,13:00,St,RE,A,WD,25,36,27.4,36.1
2018-06-26,DW,13:05,Ly,RE,A,WD,25,Os,Os,Os
2018-06-26,DW,13:10,Ly,RE,A,WD,25,Os,Os,Os
2018-06-26,DW,13:15,Ly,RE,A,WD,25,Os,Os,Os
2018-06-26,DW,13:20,St,RE,A,WD,25,Os,Os,Os
2018-06-26,DW,13:25,St,RE,A,WD,25,Os,Os,Os
2018-06-26,DW,13:30,St,So,A,WD,25,Os,Os,Os
2018-06-26,DW,13:35,St,Fo,A,WD,25,Os,Os,Os
2018-06-26,DW,13:40,St,Fo,A,WD,25,Os,Os,Os
2018-06-26,DW,13:45,Ly,RE,T,WD,25,Os,Os,Os
2018-06-26,DW,13:50,QW,Tv,T,WD,75,Os,Os,Os
2018-06-26,DW,13:55,St,So,A,WD,25,Os,Os,Os
2018-06-26,DW,14:00,Ly,RE,A,WD,25,Os,Os,Os
2018-06-26,DW,14:05,Ly,RE,A,WD,25,Os,Os,Os
2018-06-26,DW,14:10,Ly,RE,A,WD,25,Os,Os,Os
2018-06-26,DW,14:15,St,RE,A,WD,25,Os,Os,Os
2018-06-26,DW,14:20,Ly,RE,A,WD,25,Os,Os,Os
2018-06-26,DW,14:25,Ly,RE,A,WD,25,Os,Os,Os
2018-06-26,DW,14:30,Ly,RE,A,WD,25,Os,Os,Os
2018-06-26,DW,14:35,Ly,RE,A,WD,25,Os,Os,Os
2018-06-26,DW,14:40,Ly,RE,A,WD,25,Os,Os,Os
2018-06-26,DW,14:45,Ly,RE,A,WD,25,Os,Os,Os
2018-06-26,DW,14:50,Ly,RE,A,WD,25,Os,Os,Os
2018-06-26,DW,14:55,St,So,A,WD,25,Os,Os,Os
2018-06-26,DW,15:00,St,So,A,WD,25,Os,Os,Os
2018-06-26,DW,15:05,St,So,A,WD,25,Os,Os,Os
2018-06-26,DW,15:10,St,RE,A,WD,25,Os,Os,Os
2018-06-26,DW,15:15,St,RE,A,WD,25,Os,Os,Os
2018-06-26,DW,15:20,Ly,RE,A,WD,25,Os,Os,Os
2018-06-26,DW,15:25,Os,RE,Os,Os,Os,Os,Os,Os
2018-06-26,DW,15:30,Os,RE,Os,Os,Os,Os,Os,Os
2018-06-26,DW,15:35,qw,Tv,T,WD,50,Os,Os,Os
2018-06-26,DW,15:40,St,Fo,A,WD,25,Os,Os,Os
2018-06-26,DW,15:45,St,Fo,A,WD,25,Os,Os,Os
2018-06-26,DW,15:50,Ly,RE,A,WD,25,Os,Os,Os
2018-06-26,DW,15:55,Ly,RE,A,WD,25,Os,Os,Os
2018-06-26,DW,16:00,Ly,RE,A,WD,25,Os,Os,Os
2018-06-26,DW,16:05,Ly,RE,A,WD,25,35.6,26.4,37
2018-06-26,DW,16:10,Ly,RE,A,WD,25,36,23.9,36.6
2018-06-26,DW,16:15,Ly,RE,A,WD,25,Os,Os,Os
2018-06-26,DW,16:20,Ly,RE,A,WD,25,Os,Os,Os
2018-06-26,DW,16:25,Ly,RE,A,WD,25,Os,Os,Os
2018-06-26,DW,16:30,Ly,RE,A,WD,25,Os,Os,Os
2018-06-26,DW,16:35,Ly,RE,A,WD,25,Os,Os,Os
2018-06-26,DW,16:40,Ly,RE,A,WD,25,Os,Os,Os
2018-06-26,DW,16:45,Ly,RE,A,WD,25,Os,Os,Os
2018-06-26,DW,16:51,QW,Tv,T,WD,50,35.8,31.2,47.3
2018-06-26,DW,16:55,Os,Os,Os,Os,Os,Os,Os,Os
2018-06-26,DW,17:00,QW,So,T,WD,50,Os,Os,Os
2018-06-26,DW,17:05,QW,Tv,T,WD,50,Os,Os,Os
2018-06-26,DW,17:10,QS,Tv,T,WD,50,35.9,31,47.1
2018-06-26,DW,17:15,St,RE,A,WD,25,Os,Os,Os
2018-06-26,DW,17:20,St,RE,T,WD,25,Os,Os,Os
2018-06-26,DW,17:26,QW,Fo,T,WD,25,36.3,30.2,40.6
2018-06-26,DW,17:30,St,Fo,A,WD,25,Os,Os,Os
2018-06-26,DW,17:35,St,Fo,A,WD,25,Os,Os,Os
2018-06-26,DW,17:40,St,Fo,A,WD,25,Os,Os,Os
2018-06-26,DW,17:45,St,Fo,T,WD,25,Os,Os,Os
2018-06-26,DW,17:50,St,RE,T,WD,25,Os,Os,Os
2018-06-26,DW,17:55,St,RE,T,WD,25,Os,Os,Os
2018-06-26,DW,18:00,St,RE,T,WD,25,Os,Os,Os
2018-06-26,DW,18:05,St,RE,T,WD,25,Os,Os,Os
2018-06-26,DW,18:10,QW,Tv,T,GL,100,Os,Os,Os
2018-06-26,DW,18:15,QW,Tv,T,WD,75,Os,Os,Os
2018-06-26,DW,18:20,St,Fo,T,WD,0,Os,Os,Os
2018-06-26,DW,18:25,St,Fo,T,WD,0,Os,Os,Os
2018-06-26,DW,18:30,St,Fo,T,WD,0,Os,Os,Os
2018-06-26,DW,18:35,St,Fo,T,WD,0,Os,Os,Os
2018-06-26,DW,18:40,QW,Tv,T,GL,0,Os,Os,Os
2018-06-28,JM,7:00,St,So,T,WD,0,Os,Os,Os
2018-06-28,JM,7:05,Ly,RE,T,WD,0,Os,Os,Os
2018-06-28,JM,7:10,Ly,RE,T,WD,0,Os,Os,Os
2018-06-28,JM,7:15,Ly,RE,T,WD,0,Os,Os,Os
2018-06-28,JM,7:20,Ly,RE,T,WD,0,Os,Os,Os
2018-06-28,JM,7:25,St,RE,T,WD,25,31.2,22.2,30.5
2018-06-28,JM,7:30,St,So,T,WD,25,31.2,22.1,31.8
2018-06-28,JM,7:35,St,So,T,WD,25,31.7,22.2,32.7
2018-06-28,JM,7:42,BpW,So,T,WD,25,28.1,22.3,32
2018-06-28,JM,7:43,BpW,So,T,WD,25,29,22,31
2018-06-28,JM,7:46,BpW,So,T,WD,25,28.7,22.4,32.3
2018-06-28,JM,7:47,BpW,So,T,WD,25,32.5,23.8,33
2018-06-28,JM,7:55,Os,Os,Os,Os,Os,Os,Os,Os
2018-06-28,JM,8:01,BpW,So,T,WD,25,30,22.9,31.3
2018-06-28,JM,8:05,Os,Os,Os,Os,Os,Os,Os,Os
2018-06-28,JM,8:10,QW,Tv,T,WD,25,32,21.5,32.2
2018-06-28,JM,8:15,Ly,RE,T,WD,25,Os,Os,Os
2018-06-28,JM,8:20,Ly,RE,T,WD,25,Os,Os,Os
2018-06-28,JM,8:25,Ly,RE,T,WD,25,Os,Os,Os
2018-06-28,JM,8:30,Ly,RE,T,WD,25,Os,Os,Os
2018-06-28,JM,8:32,ABp,Fo,A,WD,25,30.7,11.8,32.4
2018-06-28,JM,8:32,ABp,Fo,A,WD,25,28.8,17.1,32.5
2018-06-28,JM,8:32,ABp,Fo,A,WD,25,29.6,11.8,33.7
2018-06-28,JM,8:32,ABp,Fo,A,WD,25,32.3,11.8,32.9
2018-06-28,JM,8:39,Qw,Fo,T,WD,25,30.8,22.3,31.8
2018-06-28,JM,8:45,St,RE,T,WD,50,34.9,23.3,34.2
2018-06-28,JM,8:49,QW,Tv,T,WD,50,33.3,22.4,32.9
2018-06-28,JM,8:52,ABp,Fo,T,WD,25,32.6,23,33.9
2018-06-28,JM,8:52,ABp,Fo,T,WD,25,33.5,22.6,33.8
2018-06-28,JM,8:55,St,Fo,T,WD,50,Os,Os,Os
2018-06-28,JM,9:01,St,RE,T,WD,25,31,22.4,32.7
2018-06-28,JM,9:05,Ly,RE,T,WD,25,Os,Os,Os
2018-06-28,JM,9:10,Ly,RE,T,WD,25,Os,Os,Os
2018-06-28,JM,9:15,Ly,RE,T,WD,25,Os,Os,Os
2018-06-28,JM,9:20,Ly,RE,T,WD,25,Os,Os,Os
2018-06-28,JM,9:25,Ly,RE,T,WD,25,Os,Os,Os
2018-06-28,JM,9:30,St,RE,A,WD,50,Os,Os,Os
2018-06-28,JM,9:35,St,RE,A,WD,75,36.4,23.7,35.5
2018-06-28,JM,9:42,St,RE,A,WD,50,35,23.9,34.7
2018-06-28,JM,9:45,QW,So,T,WD,50,Os,Os,Os
2018-06-28,JM,9:50,St,RE,T,WD,25,Os,Os,Os
2018-06-28,JM,9:55,St,So,A,WD,0,32.6,22.1,33.1
2018-06-28,JM,10:00,St,RE,T,WD,25,Os,Os,Os
2018-06-28,Lp,10:05,St,So,T,WD,25,32.5,22.6,31.2
2018-06-29,JM,10:06,ABp,So,T,WD,25,31,22.6,32.4
2018-06-28,JM,10:10,St,So,T,WD,25,31.2,22.6,32.6
2018-06-28,JM,10:15,Os,Os,Os,Os,Os,Os,Os,Os
2018-06-28,JM,10:20,St,RE,T,WD,25,Os,Os,Os
2018-06-28,JM,10:25,Ly,RE,T,WD,25,Os,Os,Os
2018-06-28,JM,10:30,Ly,RE,T,WD,25,Os,Os,Os
2018-06-28,JM,10:35,Ly,RE,T,WD,25,Os,Os,Os
2018-06-28,JM,10:41,Ly,RE,T,WD,25,33.1,22.2,32.1
2018-06-28,JM,10:45,Ly,RE,T,WD,25,33.1,22.5,32.1
2018-06-28,JM,10:50,Ly,RE,T,WD,25,Os,Os,Os
2018-06-28,JM,10:55,Os,Os,Os,Os,Os,Os,Os,Os
2018-06-28,JM,11:00,St,RE,T,WD,25,Os,Os,Os
2018-06-28,JM,11:05,St,RE,T,WD,0,Os,Os,Os
2018-06-28,JM,11:10,Ly,RE,T,WD,0,Os,Os,Os
2018-06-28,JM,11:15,Ly,RE,T,WD,0,Os,Os,Os
2018-06-28,JM,11:20,Ly,RE,T,WD,0,Os,Os,Os
2018-06-28,JM,11:25,Ly,RE,T,WD,0,Os,Os,Os
2018-06-28,JM,11:30,Ly,RE,T,WD,0,Os,Os,Os
2018-06-28,JM,11:35,Ly,RE,T,WD,0,Os,Os,Os
2018-06-28,JM,11:40,Ly,RE,T,WD,0,Os,Os,Os
2018-06-28,JM,11:45,Ly,RE,T,WD,0,Os,Os,Os
2018-06-28,JM,11:50,Ly,RE,T,WD,0,Os,Os,Os
2018-06-28,JM,11:55,Ly,RE,T,WD,0,Os,Os,Os
2018-06-28,JM,12:00,Ly,RE,T,WD,0,Os,Os,Os
2018-06-28,JM,12:05,Ly,RE,T,WD,0,Os,Os,Os
2018-06-28,JM,12:10,St,RE,T,WD,0,Os,Os,Os
2018-06-28,JM,12:15,St,RE,T,WD,0,Os,Os,Os
2018-06-28,JM,12:20,St,RE,T,WD,50,35.4,25,39.7
2018-06-28,JM,12:25,St,So,T,WD,50,Os,Os,Os
2018-06-28,JM,12:30,St,So,T,WD,50,Os,Os,Os
2018-06-28,JM,12:35,St,So,T,WD,50,Os,Os,Os
2018-06-28,JM,12:40,Sq,Fo,A,WD,50,32.5,18.3,32.5
2018-06-28,JM,12:45,St,So,T,WD,50,Os,Os,Os
2018-06-28,JM,12:50,St,So,T,WD,50,Os,Os,Os
2018-06-28,JM,12:55,St,So,T,WD,50,Os,Os,Os
2018-06-28,JM,13:00,Os,Os,Os,Os,Os,Os,Os,Os
2018-06-28,JM,13:05,Os,Os,Os,Os,Os,Os,Os,Os
2018-06-28,JM,13:10,Os,Os,Os,Os,Os,Os,Os,Os
2018-06-28,JM,13:15,Ly,RE,T,WD,25,Os,Os,Os
2018-06-28,JM,13:20,Ly,RE,T,WD,25,Os,Os,Os
2018-06-28,JM,13:25,Ly,RE,T,WD,25,Os,Os,Os
2018-06-28,JM,13:30,Ly,RE,T,WD,0,Os,Os,Os
2018-06-28,JM,13:35,Ly,RE,T,WD,0,Os,Os,Os
2018-06-28,JM,13:40,Ly,RE,T,WD,0,Os,Os,Os
2018-06-28,JM,13:45,Ly,RE,T,WD,0,Os,Os,Os
2018-06-28,JM,13:50,Ly,RE,T,WD,0,Os,Os,Os
2018-06-28,JM,13:55,Ly,So,T,WD,0,Os,Os,Os
2018-06-28,JM,14:00,Cb,Tv,A,WD,50,Os,Os,Os
2018-06-28,JM,14:05,St,RE,T,WD,25,32.5,25.6,36.9
2018-06-28,JM,14:10,Os,Os,Os,Os,Os,Os,Os,Os
2018-06-28,JM,14:15,Ly,RE,T,WD,25,Os,Os,Os
2018-06-28,JM,14:20,Ly,RE,T,WD,25,Os,Os,Os
2018-06-28,JM,14:25,St,So,T,WD,25,Os,Os,Os
2018-06-28,JM,14:30,Ly,RE,T,WD,25,Os,Os,Os
2018-06-28,JM,14:35,Ly,RE,T,WD,25,34.7,25.8,34.9
2018-06-28,JM,14:40,Ly,RE,T,WD,25,Os,Os,Os
2018-06-28,JM,14:45,St,RE,T,WD,25,Os,Os,Os
2018-06-28,JM,14:50,St,RE,T,WD,25,32.2,25.8,39.3
2018-06-28,JM,14:55,Ly,RE,T,WD,25,Os,Os,Os
2018-06-28,JM,15:00,QW,So,T,WD,50,Os,Os,Os
2018-06-28,JM,15:06,QW,Tv,T,WD,50,34.1,26.7,44.3
2018-06-28,JM,15:09,St,RE,T,WD,50,35.5,27,42.9
2018-06-28,JM,15:13,BpW,Tv,T,WD,75,36.2,25.7,38.9
2018-06-28,JM,15:20,St,So,A,WD,25,34.4,26.5,35.2
2018-06-28,JM,15:25,St,RE,A,WD,25,34.6,26.1,34.8
2018-06-28,JM,15:30,St,RE,A,WD,25,35.5,26.6,35.6
2018-06-28,JM,15:35,St,Fo,A,WD,25,35.8,27.4,35.9
2018-06-28,JM,15:40,St,So,A,WD,25,34.7,26.4,34.9
2018-06-28,JM,15:45,St,So,A,WD,25,Os,Os,Os
2018-06-28,JM,15:50,St,So,T,WD,25,Os,Os,Os
2018-06-28,JM,15:55,Ly,RE,A,WD,25,Os,Os,Os
2018-06-28,JM,16:00,Ly,RE,T,WD,25,Os,Os,Os
2018-06-28,JM,16:05,Ly,RE,T,WD,25,Os,Os,Os
2018-06-28,JM,16:10,QW,Tv,T,GL,75,Os,Os,Os
2018-06-28,Si,16:10,Bp,Fo,T,WD,50,34.9,28.8,46.6
2018-06-28,Si,16:12,Bp,Fo,T,WD,25,35.7,27,37.9
2018-06-28,JM,16:16,ABp,Fo,T,WD,50,36.4,28.5,37.9
2018-06-28,JM,16:20,BpW,Fo,T,WD,50,Os,Os,Os
2018-06-28,JM,16:26,QW,Tv,T,GL,75,35.9,29.6,48.5
2018-06-28,JM,16:30,QW,Fo,T,WD,25,Os,Os,Os
2018-06-28,BN,16:33,ABp,Fo,T,WD,25,35.9,28.6,36.6
2018-06-28,BN,16:33,ABp,Fo,T,WD,25,36.5,28.2,36.5
2018-06-28,BN,16:35,ABp,Fo,T,WD,25,33.7,27.7,34.9
2018-06-28,JM,16:35,QS,Fo,T,WD,25,Os,Os,Os
2018-06-28,JM,16:40,St,Fo,T,WD,25,34.4,26.9,34.6
2018-06-28,JM,16:45,Os,Os,Os,Os,Os,Os,Os,Os
2018-06-28,JM,16:48,ABp,Fo,T,WD,25,34,27.8,32.8
2018-06-28,JM,16:50,QW,Fo,T,WD,25,Os,Os,Os
2018-06-28,JM,16:55,St,Fo,T,WD,0,33.9,25.1,33.6
2018-06-28,JM,17:00,QW,Tv,T,GL,100,Os,Os,Os
2018-06-28,JM,17:05,St,Fo,T,WD,25,Os,Os,Os
2018-06-28,JM,17:11,QW,Fo,T,WD,25,36.2,26.9,34.7
2018-06-28,JM,17:15,St,Fo,T,WD,50,Os,Os,Os
2018-06-28,JM,17:20,St,Fo,T,WD,50,Os,Os,Os
2018-06-28,JM,17:25,St,Fo,T,WD,50,Os,Os,Os
2018-06-28,JM,17:30,St,Fo,T,WD,50,33,26.9,34.7
2018-06-28,JM,17:35,St,Fo,T,WD,50,Os,Os,Os
2018-06-28,JM,17:40,St,Fo,T,WD,50,34.2,27,34.1
2018-06-28,JM,17:46,St,Fo,T,WD,25,33.5,27.3,34.3
2018-06-28,JM,17:50,St,Fo,T,WD,25,33.1,27.5,34.4
2018-06-28,JM,17:55,St,Fo,T,WD,25,33.8,26.9,34.1
2018-06-28,JM,18:00,St,Fo,T,WD,25,33.8,27.5,33.9
2018-06-28,JM,18:05,St,Fo,T,WD,25,Os,Os,Os
2018-06-28,JM,18:10,St,Fo,T,WD,25,Os,Os,Os
2018-06-28,JM,18:15,QW,Fo,T,WD,25,34.7,25.9,33.8
2018-06-28,JM,18:20,QW,Tv,T,WD,75,Os,Os,Os
2018-06-28,JM,18:25,QW,Tv,T,WD,50,Os,Os,Os
2018-06-28,JM,18:30,QW,Fo,A,WD,25,Os,Os,Os
2018-06-28,JM,18:35,St,Fo,T,WD,25,Os,Os,Os
2018-06-28,JM,18:40,St,Fo,T,WD,25,Os,Os,Os
2018-06-28,JM,18:45,QW,Tv,T,WD,25,Os,Os,Os
2018-06-28,JM,18:50,QS,Fo,T,WD,0,Os,Os,Os
2018-06-28,JM,18:55,ABp,Fo,T,WD,0,32.2,26.6,33.2
2018-06-28,JM,19:00,QW,Fo,T,WD,0,33.6,26.2,34.1
2018-06-28,JM,19:04,ABp,Fo,T,WD,25,31.9,25.6,32
2018-06-28,DW,19:05,ABp,Fo,T,WD,25,31.3,25.6,33
2018-06-28,DW,19:05,QW,Fo,T,WD,0,Os,Os,Os
2018-06-28,JM,19:10,ABp,Fo,T,WD,0,33.9,26,34.6
2018-06-28,JM,19:15,St,Fo,A,WD,0,Os,Os,Os
2018-06-28,BN,19:18,ABp,Fo,T,WD,0,33.8,26.4,34.4
2018-06-28,JM,19:23,QW,Tv,T,GL,0,33.3,26,33.3
2018-06-28,JM,19:25,Os,Os,Os,Os,Os,Os,Os,Os
2018-06-28,JM,19:30,St,RE,T,WD,0,Os,Os,Os
2018-07-01,Lp,6:50,St,Fo,A,WD,0,Os,Os,Os
2018-07-01,Lp,6:55,Os,So,A,WD,0,Os,Os,Os
2018-07-01,Lp,7:00,Os,So,A,WD,0,Os,Os,Os
2018-07-01,Lp,7:05,Os,So,A,WD,0,Os,Os,Os
2018-07-01,Lp,7:10,Sq,So,A,WD,0,Os,Os,Os
2018-07-01,Lp,7:15,QW,So,T,WD,0,Os,Os,Os
2018-07-01,Lp,7:20,St,So,A,WD,0,Os,Os,Os
2018-07-01,Lp,7:25,QW,So,T,WD,0,Os,Os,Os
2018-07-01,Lp,7:30,St,RE,T,WD,0,Os,Os,Os
2018-07-01,Lp,7:35,Os,So,A,WD,0,Os,Os,Os
2018-07-01,Lp,7:40,Os,So,A,WD,0,Os,Os,Os
2018-07-01,Lp,7:45,QW,So,T,WD,0,Os,Os,Os
2018-07-01,Lp,7:50,QW,So,T,WD,0,Os,Os,Os
2018-07-01,Lp,7:55,St,So,A,WD,0,Os,Os,Os
2018-07-01,Lp,8:00,St,So,T,WD,0,Os,Os,Os
2018-07-01,Lp,8:05,St,So,T,WD,0,Os,Os,Os
2018-07-01,Lp,8:10,St,So,A,WD,0,Os,Os,Os
2018-07-01,Lp,8:15,St,RE,A,WD,0,Os,Os,Os
2018-07-01,Lp,8:20,Ly,RE,A,WD,0,Os,Os,Os
2018-07-01,Lp,8:25,Ly,RE,A,WD,0,Os,Os,Os
2018-07-01,Lp,8:30,St,So,A,WD,0,Os,Os,Os
2018-07-01,Lp,8:35,Ly,RE,A,WD,0,Os,Os,Os
2018-07-01,Lp,8:40,Ly,RE,A,WD,0,Os,Os,Os
2018-07-01,Lp,8:45,St,So,A,WD,0,Os,Os,Os
2018-07-01,Lp,8:50,St,So,A,WD,0,Os,Os,Os
2018-07-01,Lp,8:55,St,So,A,WD,0,Os,Os,Os
